2025-09-24 17:27:58 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:37:49 | INFO     | dental_system.supabase.auth | sign_in:110 | 🎉 Inicio de sesión completado exitosamente para: gerente@odontomara.com
2025-09-24 18:37:49 | INFO     | dental_system.services.dashboard_service | get_dashboard_stats:54 | 🚀 Obteniendo stats optimizadas para rol: gerente
2025-09-24 18:37:50 | ERROR    | dental_system.services.dashboard_service | _fetch_cached_manager_stats:253 | ❌ Error obteniendo stats cacheadas del gerente: {'message': 'column pagos.monto_pagado does not exist', 'code': '42703', 'hint': 'Perhaps you meant to reference the column "pagos.monto_pagado_bs".', 'details': None}
2025-09-24 18:37:50 | INFO     | dental_system.supabase.tablas.personal | get_filtered_personal:139 | ✅ Personal obtenido desde vista: 5 registros
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_personal | cargar_lista_personal:321 | ✅ Lista personal cargada: 5 empleados
2025-09-24 18:37:50 | INFO     | dental_system.supabase.tablas.personal | get_filtered_personal:139 | ✅ Personal obtenido desde vista: 5 registros
2025-09-24 18:37:50 | INFO     | dental_system.services.personal_service | get_personal_stats:543 | ✅ Estadísticas personal calculadas: {'total': 5, 'activos': 5, 'odontologos': 2, 'administradores': 1, 'asistentes': 1, 'gerentes': 1}
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_personal | cargar_estadisticas_personal:358 | ✅ Estadísticas de personal actualizadas
2025-09-24 18:37:50 | INFO     | dental_system.services.consultas_service | get_today_consultations:43 | Obteniendo consultas del día
2025-09-24 18:37:50 | INFO     | dental_system.supabase.tablas.consultas | get_vista_consultas_dia:527 | Obteniendo consultas del día 2025-09-24 usando vista optimizada
2025-09-24 18:37:50 | INFO     | dental_system.supabase.tablas.consultas | get_vista_consultas_dia:540 | Vista no disponible, usando query optimizada manual
2025-09-24 18:37:50 | INFO     | dental_system.services.consultas_service | get_today_consultations:76 | ✅ Consultas del día obtenidas: 10 registros
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_consultas | cargar_lista_consultas:1252 | ✅ 10 consultas cargadas
2025-09-24 18:37:50 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_servicios | cargar_servicios_basico:978 | ✅ 10 servicios cargados
2025-09-24 18:37:50 | INFO     | dental_system.supabase.tablas.pagos | get_consultas_pendientes_facturacion:612 | No hay consultas pendientes de facturación
2025-09-24 18:37:50 | INFO     | dental_system.services.pagos_service | get_consultas_pendientes_pago:728 | ✅ 0 consultas pendientes de pago obtenidas
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_pagos | cargar_consultas_pendientes_pago:932 | 📭 No hay consultas pendientes de pago
2025-09-24 18:37:50 | ERROR    | dental_system.supabase.client | wrapper:425 | Error en operación de Supabase get_payments_by_date_range: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 18:37:50 | ERROR    | dental_system.supabase.client | wrapper:425 | Error en operación de Supabase get_currency_summary: Error en la base de datos: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 18:37:50 | ERROR    | dental_system.services.base_service | handle_error:153 | Error obteniendo estadísticas de moneda dual: Error en la base de datos: Error en la base de datos: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_pagos | cargar_estadisticas_duales:760 | 📊 Estadísticas duales cargadas exitosamente
2025-09-24 18:37:50 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:124 | ✅ Usando lista_servicios: 10 servicios activos
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:37:51 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:37:51 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:37:51 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:37:51 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:38:07 | INFO     | dental_system.state.estado_servicios | set_mostrar_solo_activos_servicios:907 | 👁️ Filtro solo activos: False
2025-09-24 18:38:08 | INFO     | dental_system.state.estado_servicios | set_mostrar_solo_activos_servicios:907 | 👁️ Filtro solo activos: True
2025-09-24 18:38:09 | INFO     | dental_system.state.estado_servicios | set_mostrar_solo_activos_servicios:907 | 👁️ Filtro solo activos: False
2025-09-24 18:38:15 | INFO     | dental_system.state.estado_servicios | abrir_modal_crear_servicio:849 | 🆕 Modal crear servicio abierto
2025-09-24 18:40:13 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:40:13 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 18:40:40 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:40:40 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:40:40 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:40:41 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:40:41 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:40:42 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:40:42 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:40:42 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:40:42 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:40:42 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:40:42 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:40:43 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:40:45 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:40:45 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:40:45 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:40:45 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:40:45 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:40:45 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:42:30 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:42:30 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 18:45:46 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:45:46 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 18:46:30 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:46:30 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:46:31 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:46:31 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:46:31 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:46:32 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:46:32 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:46:32 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:46:32 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:46:32 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 18:46:32 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 18:46:33 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 18:46:35 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 18:46:35 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 18:46:35 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 18:46:35 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 18:46:35 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 18:46:35 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 18:49:49 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:49:49 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 18:50:27 | INFO     | dental_system.state.estado_servicios | abrir_modal_crear_servicio:849 | 🆕 Modal crear servicio abierto
2025-09-24 18:52:36 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 18:52:36 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 19:00:49 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 19:00:49 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 19:01:24 | INFO     | dental_system.state.estado_intervencion_servicios | _crear_servicios_ejemplo:182 | 📋 Usando servicios de ejemplo: 5 servicios
2025-09-24 19:01:24 | WARNING  | dental_system.state.estado_intervencion_servicios | servicios_para_selector:128 | ⚠️ Usando servicios de ejemplo: 5 servicios
2025-09-24 19:03:24 | INFO     | dental_system.supabase.auth | sign_in:71 | 🔐 Autenticando usuario: gerente@odontomara.com
2025-09-24 19:03:24 | INFO     | dental_system.supabase.auth | sign_in:84 | ✅ Autenticación con Supabase exitosa para: gerente@odontomara.com
2025-09-24 19:03:24 | INFO     | dental_system.supabase.auth | sign_in:87 | 🔍 Buscando usuario en BD con auth_user_id: 8046caa1-add0-4391-a048-d47e3aedf637
2025-09-24 19:03:24 | INFO     | dental_system.supabase.tablas.usuarios | get_by_auth_id:255 | Buscando usuario con auth_user_id: 8046caa1-add0-4391-a048-d47e3aedf637
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.usuarios | get_by_auth_id:258 | Usuario encontrado: True
2025-09-24 19:03:25 | INFO     | dental_system.supabase.auth | sign_in:94 | ✅ Usuario encontrado en BD: gerente@odontomara.com
2025-09-24 19:03:25 | INFO     | dental_system.supabase.auth | sign_in:97 | 📋 Obteniendo información básica del usuario: 25356728-1a6e-4cb4-b466-b2b9a31e11ca
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.usuarios | get_user_basic_info:264 | Obteniendo info básica del usuario: 25356728-1a6e-4cb4-b466-b2b9a31e11ca
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.base | get_by_id:69 | Obteniendo registro 25356728-1a6e-4cb4-b466-b2b9a31e11ca de usuarios
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.usuarios | get_user_basic_info:279 | Usuario con rol obtenido: gerente@odontomara.com - gerente
2025-09-24 19:03:25 | INFO     | dental_system.supabase.auth | sign_in:104 | ✅ Información del usuario obtenida - Rol: gerente
2025-09-24 19:03:25 | INFO     | dental_system.supabase.auth | sign_in:107 | ⏰ Actualizando último acceso para: 25356728-1a6e-4cb4-b466-b2b9a31e11ca
2025-09-24 19:03:25 | INFO     | dental_system.supabase.auth | sign_in:110 | 🎉 Inicio de sesión completado exitosamente para: gerente@odontomara.com
2025-09-24 19:03:25 | INFO     | dental_system.services.dashboard_service | get_dashboard_stats:54 | 🚀 Obteniendo stats optimizadas para rol: gerente
2025-09-24 19:03:25 | ERROR    | dental_system.services.dashboard_service | _fetch_cached_manager_stats:253 | ❌ Error obteniendo stats cacheadas del gerente: {'message': 'column pagos.monto_pagado does not exist', 'code': '42703', 'hint': 'Perhaps you meant to reference the column "pagos.monto_pagado_bs".', 'details': None}
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.personal | get_filtered_personal:139 | ✅ Personal obtenido desde vista: 5 registros
2025-09-24 19:03:25 | INFO     | dental_system.state.estado_personal | cargar_lista_personal:321 | ✅ Lista personal cargada: 5 empleados
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.personal | get_filtered_personal:139 | ✅ Personal obtenido desde vista: 5 registros
2025-09-24 19:03:25 | INFO     | dental_system.services.personal_service | get_personal_stats:543 | ✅ Estadísticas personal calculadas: {'total': 5, 'activos': 5, 'odontologos': 2, 'administradores': 1, 'asistentes': 1, 'gerentes': 1}
2025-09-24 19:03:25 | INFO     | dental_system.state.estado_personal | cargar_estadisticas_personal:358 | ✅ Estadísticas de personal actualizadas
2025-09-24 19:03:25 | INFO     | dental_system.services.consultas_service | get_today_consultations:43 | Obteniendo consultas del día
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.consultas | get_vista_consultas_dia:527 | Obteniendo consultas del día 2025-09-24 usando vista optimizada
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.consultas | get_vista_consultas_dia:540 | Vista no disponible, usando query optimizada manual
2025-09-24 19:03:25 | INFO     | dental_system.services.consultas_service | get_today_consultations:76 | ✅ Consultas del día obtenidas: 10 registros
2025-09-24 19:03:25 | INFO     | dental_system.state.estado_consultas | cargar_lista_consultas:1252 | ✅ 10 consultas cargadas
2025-09-24 19:03:25 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 19:03:25 | INFO     | dental_system.state.estado_servicios | cargar_servicios_basico:975 | ✅ 10 servicios cargados
2025-09-24 19:03:25 | INFO     | dental_system.supabase.tablas.pagos | get_consultas_pendientes_facturacion:612 | No hay consultas pendientes de facturación
2025-09-24 19:03:25 | INFO     | dental_system.services.pagos_service | get_consultas_pendientes_pago:728 | ✅ 0 consultas pendientes de pago obtenidas
2025-09-24 19:03:25 | INFO     | dental_system.state.estado_pagos | cargar_consultas_pendientes_pago:932 | 📭 No hay consultas pendientes de pago
2025-09-24 19:03:26 | ERROR    | dental_system.supabase.client | wrapper:425 | Error en operación de Supabase get_payments_by_date_range: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 19:03:26 | ERROR    | dental_system.supabase.client | wrapper:425 | Error en operación de Supabase get_currency_summary: Error en la base de datos: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 19:03:26 | ERROR    | dental_system.services.base_service | handle_error:153 | Error obteniendo estadísticas de moneda dual: Error en la base de datos: Error en la base de datos: {'message': 'column pacientes_1.nombre_completo does not exist', 'code': '42703', 'hint': None, 'details': None}
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_pagos | cargar_estadisticas_duales:760 | 📊 Estadísticas duales cargadas exitosamente
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:124 | ✅ Usando lista_servicios: 10 servicios activos
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 19:03:26 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:236 | ✅ Servicios cargados desde EstadoOdontologia: 10
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_intervencion_servicios | servicios_para_selector:120 | ✅ Usando servicios_disponibles: 10 servicios
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_pacientes_asignados:473 | Usuario no autorizado para ver pacientes asignados
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_consultas_disponibles_otros:623 | Usuario no autorizado para ver consultas disponibles
2025-09-24 19:03:26 | WARNING  | dental_system.state.estado_odontologia | cargar_historial_paciente:678 | ID de paciente no proporcionado para cargar historial
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_odontologia | set_active_intervention_tab:1823 | Navegando a tab: intervencion
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_intervencion_servicios | cargar_servicios_para_intervencion:230 | Cargando servicios para intervención...
2025-09-24 19:03:26 | INFO     | dental_system.services.servicios_service | get_filtered_services:71 | ✅ Servicios obtenidos: 10 registros
2025-09-24 19:03:26 | INFO     | dental_system.state.estado_odontologia | cargar_servicios_disponibles:535 | ✅ Servicios disponibles cargados: 10
